TWEET,STOCK,DATE,LAST_PRICE,3_DAY_RETURN,PX_VOLUME,VOLATILITY_10D,VOLATILITY_30D,LSTM_POLARITY,TEXTBLOB_POLARITY,TWTOKEN
RT @LydiaPAlvarado: That #FridayFeeling when you start the day with @Starbucks 😃 @shopsclearfork #FridayThoughts https://t.co/KshMi5s3L3,Starbucks,22/10/2018,58.9,-0.0040747028862479,8680150.0,31.38,21.997,-1,0.0,$RESERVED$ $MENTION$: That $HASHTAG$ when you start the day with $MENTION$ $EMOJI$ $MENTION$ $HASHTAG$ $URL$
RT @Reuters: McConnell says deep State Department budget cuts won't pass https://t.co/80rJ8F0fLu https://t.co/NdD0tRoypa,Reuters,01/03/2017,46.7012,0.007074764674141,6224241.0,16.195,17.74,-1,0.0,$RESERVED$ $MENTION$: McConnell says deep State Department budget cuts won't pass $URL$ $URL$
@Nike YEAH!!! 👏👏👏👏👏,Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,1,0.0,$MENTION$ YEAH!!! $EMOJI$$EMOJI$$EMOJI$$EMOJI$$EMOJI$
RT @Reuters: A water fight in Chile's Atacama raises questions over lithium mining https://t.co/5zWLUsTmtE,Reuters,18/10/2018,51.6136,-0.0285951764651176,1527107.0,26.745,23.387,1,0.0,$RESERVED$ $MENTION$: A water fight in Chile's Atacama raises questions over lithium mining $URL$
"RT @ministter: If @NFL doesn't ""stand for your children, turn the damn game off!""- @TamikaDMalloryTweet @verizon to…",Verizon,01/09/2017,47.92,0.012312186978297,11455202.0,7.202000000000001,24.698,-1,-0.5,"$RESERVED$ $MENTION$: If $MENTION$ doesn't ""stand for your children, turn the damn game off!""- $MENTION$ $MENTION$ to"
"RT @Nike: If you’re a girl from Compton, don’t just become a tennis player.Dream of being the greatest athlete ever.",Nike,05/09/2018,79.92,0.0285285285285285,12269138.0,21.037,19.239,1,1.0,"$RESERVED$ $MENTION$: If youre a girl from Compton, dont just become a tennis player.Dream of being the greatest athlete ever."
"It is Funny to See so far only White people burning their @Nike Stuffs. Carry on guys, Nike is strong, so is… https://t.co/xmww1gdJH1",Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,1,0.0875,"It is Funny to See so far only White people burning their $MENTION$ Stuffs. Carry on guys, Nike is strong, so is $URL$"
RT @OliverMcGee: @DonaldJTrumpJr @CNN @MSNBC @CBS @ABC @TPUSA @RealCandaceO .@Amazon 2012! “Jumping The Aisle: How I Became a Black Republi…,CBS,29/10/2018,54.13,-0.0055422131904674,2760901.0,38.64,29.981,1,0.0,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ .$MENTION$ $NUMBER$! Jumping The Aisle: How I Became a Black Republi
"RT @ATT: Go, girls, go! For every tweet tagged with #SummitGives, @ATTBusiness donates $1 to @BlackGirlsCode. $50K is our goal. RT to help…",AT&T,26/09/2018,33.35,0.0128935532233882,32880463.0,11.45,15.095999999999998,1,0.0,"$RESERVED$ $MENTION$: Go, girls, go! For every tweet tagged with $HASHTAG$, $MENTION$ donates $1 to $MENTION$. $50K is our goal. RT to help"
"@_AnnieWilson @Kaepernick7 @Nike An America I am proud of, got even better! Thanks, Nike!",Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,1,0.7125,"$MENTION$ $MENTION$ $MENTION$ An America I am proud of, got even better! Thanks, Nike!"
RT @father: smh @netflix been fuckin trippin lately https://t.co/SwiJFdRKik,Netflix,27/10/2018,299.83,0.0066704465863989,19616041.0,81.178,60.422,1,-0.3,$RESERVED$ $MENTION$: smh $MENTION$ been fuckin trippin lately $URL$
"RT @AltPress: Yep, weed strains based on @netflix shows actually exist 👏 https://t.co/sqY1LpR8bf",Netflix,31/08/2017,174.71,-0.0434434205254421,6940990.0,22.146,24.216,1,0.0,"$RESERVED$ $MENTION$: Yep, weed strains based on $MENTION$ shows actually exist $EMOJI$ $URL$"
RT @AmericanExpress: @Lin_Manuel's leading role is that of visionary artist. Our role? To have his back every step of the way. #AmexLife,American Express,19/10/2018,106.73,-0.0230488147662326,5726327.0,32.744,20.363,1,0.0,$RESERVED$ $MENTION$: $MENTION$'s leading role is that of visionary artist. Our role? To have his back every step of the way. $HASHTAG$
Check out Tommy Bahama Island Crafted Long Sleeve Man's Plaid Button Down Shirt Size M  https://t.co/LVE4j8NGr9 via @eBay,eBay,30/06/2017,34.92,-0.00028636884307,10845469.0,19.665,22.269,-1,-0.1027777777777778,Check out Tommy Bahama Island Crafted Long Sleeve Man's Plaid Button Down Shirt Size M $URL$ via $MENTION$
RT @Reuters: LISTEN: Trump talks to @Reuters about missing his old life and how he thought his new job would be easier.…,Reuters,28/04/2017,50.0386,-0.0550315156699028,2448752.0,23.42,15.044,-1,0.0121212121212121,$RESERVED$ $MENTION$: LISTEN: Trump talks to $MENTION$ about missing his old life and how he thought his new job would be easier.
"RT @Disney: This holiday season, the greatest gifts lead you home. Disney's @TheNutcracker and the Four Realms is in theaters November 2. #…",Disney,21/09/2018,110.4,-0.0078804347826087,25753718.0,15.975,10.466,1,1.0,"$RESERVED$ $MENTION$: This holiday season, the greatest gifts lead you home. Disney's $MENTION$ and the Four Realms is in theaters November $NUMBER$. $HASHTAG$"
RT @Nike: Kids from Akron don’t just dream it. They do it. #justdoit https://t.co/Cmj2caP2Mq,Nike,19/10/2018,74.21,0.0440641422988816,7301200.0,46.148,29.772,1,0.0,$RESERVED$ $MENTION$: Kids from Akron dont just dream it. They do it. $HASHTAG$ $URL$
"RT @BoeingCCO: #ShareACokeWith Boeing in our archives 😎 Back in 1999, we partnered with @CocaCola in creating a commemorative “Classic Coke…",Boeing,28/07/2018,360.65,-0.0131152086510466,2916341.0,14.300999999999998,21.78,1,0.0833333333333333,"$RESERVED$ $MENTION$: $HASHTAG$ Boeing in our archives $EMOJI$ Back in $NUMBER$, we partnered with $MENTION$ in creating a commemorative Classic Coke"
RT @IISuperwomanII: People really out here destroying their @Nike products over the Kaepernick ad? What are you mad about? Peaceful protest…,Nike,06/09/2018,80.4,0.0223880597014925,8577029.0,21.379,18.968,1,0.0,$RESERVED$ $MENTION$: People really out here destroying their $MENTION$ products over the Kaepernick ad? What are you mad about? Peaceful protest
RT @oldnsold2013: Check out Vintage Peach Shimmering Danskin Long Sleeve Leotard Adult Medium #Danskin https://t.co/61c0IS4u9f via @eBay,eBay,24/10/2018,27.29,0.0534994503481129,16309320.0,51.743,35.956,-1,0.025,$RESERVED$ $MENTION$: Check out Vintage Peach Shimmering Danskin Long Sleeve Leotard Adult Medium $HASHTAG$ $URL$ via $MENTION$
RT @Reuters: Snowden says democracy under threat by attacks on 'fake news' https://t.co/Uhr2nEvBRI https://t.co/P3k5WYz4yv,Reuters,31/05/2017,48.089,0.0029778119736322,928465.0,13.133,20.003,-1,-0.5,$RESERVED$ $MENTION$: Snowden says democracy under threat by attacks on 'fake news' $URL$ $URL$
"Check out ANGELICA, self-titled, promo poster  https://t.co/nLhvFL22lk via @eBay",eBay,01/06/2017,34.79,0.0031618281115262,6665270.0,17.9,19.091,-1,0.0,"Check out ANGELICA, self-titled, promo poster $URL$ via $MENTION$"
RT @DeborahAnnWoll: 3 HOURS!!! Season 3 of @daredevil starts in n 3 HOURS!! Watch out for spoilers everybody!!! On @netflix !! @Marvel http…,Netflix,19/10/2018,332.67,0.041272131541768,16717233.0,80.447,53.359,-1,0.0,$RESERVED$ $MENTION$: $NUMBER$ HOURS!!! Season $NUMBER$ of $MENTION$ starts in n $NUMBER$ HOURS!! Watch out for spoilers everybody!!! On $MENTION$ !! $MENTION$ http
"RT @Pasandoelrato12: @TheLucaFormat @SCooksonFans Another better headline: ""The spectacular actress #SophieCookson that @netflix let go, wi…",Netflix,03/09/2018,367.68,0.0,7943443.0,34.963,35.842,1,0.55,"$RESERVED$ $MENTION$: $MENTION$ $MENTION$ Another better headline: ""The spectacular actress $HASHTAG$ that $MENTION$ let go, wi"
Check out Coldwater Creek XL Beige Canvas Tote Bag With Matching Case &amp; Keychain New NWOT https://t.co/0z4NQdnjrv @eBay,eBay,18/09/2018,34.12,-0.0005861664712777,8724806.0,14.582,14.156,-1,0.1363636363636363,Check out Coldwater Creek XL Beige Canvas Tote Bag With Matching Case &amp; Keychain New NWOT $URL$ $MENTION$
Check out Yak 55 Electrify NIB w/motor  #GreatPlanes https://t.co/s3CR4RsXWY via @eBay,eBay,28/09/2018,33.02,-0.0078740157480316,8467405.0,22.738000000000003,17.202,-1,0.0,Check out Yak $NUMBER$ Electrify NIB w/motor $HASHTAG$ $URL$ via $MENTION$
@benjaminokeefe @obianuju @netflix What ever makes you feel better Ben🤣,Netflix,16/09/2018,364.56,0.0098474873820495,4756426.0,46.007,37.876,1,0.5,$MENTION$ $MENTION$ $MENTION$ What ever makes you feel better Ben
Keep cutting and burning your @Nike gear like you didn’t buy them at Ross or a TJ Max.. lol,Nike,04/09/2018,79.6,0.0326633165829146,18565837.0,20.517,20.153,-1,0.1,Keep cutting and burning your $MENTION$ gear like you didnt buy them at Ross or a TJ Max.. lol
"RT @KD_______KD: @Telstra @Google Does this double as a doorstop when @Telstra fails to connect cable internet weeks after order? ""O…",Google,01/08/2017,946.56,0.0124344996619338,1332456.0,18.648,19.955,1,-0.25,"$RESERVED$ $MENTION$: $MENTION$ $MENTION$ Does this double as a doorstop when $MENTION$ fails to connect cable internet weeks after order? ""O"
RT @Suumandey: #SocialMediaDayThanks to all SocialMedia Platforms for making Our Lives easy &amp; interactive@facebook @Twitter…,Facebook,30/06/2017,150.98,-0.0026493575307986,17666022.0,20.113,18.363,1,0.4333333333333333,$RESERVED$ $MENTION$: $HASHTAG$ to all SocialMedia Platforms for making Our Lives easy &amp; interactive$MENTION$ $MENTION$
RT @NarcosNetflix: New country. New cartel. New empire. Narcos: Mexico coming to @netflix November 16. https://t.co/UbBnNnpRMJ,Netflix,06/09/2018,346.46,0.0612480517231427,13050156.0,51.132,40.562,1,0.1363636363636363,$RESERVED$ $MENTION$: New country. New cartel. New empire. Narcos: Mexico coming to $MENTION$ November $NUMBER$. $URL$
"Algebra 1/2: An Incremental Development by John H., Jr. Saxon https://t.co/ERWyAnRqdg via @amazon",Amazon,22/10/2018,1789.3,-0.0141228413346001,4500015.0,52.668,33.731,1,0.0,"Algebra $NUMBER$/2: An Incremental Development by John H., Jr. Saxon $URL$ via $MENTION$"
@RealJamesWoods @Nike GOD BLESS OUR BRAVE POLICE AND LAW ENFORCEMENT 🇺🇸🇺🇸🇺🇸,Nike,08/09/2018,80.3,-0.0047322540473224,6633912.0,21.364,18.219,1,0.8,$MENTION$ $MENTION$ GOD BLESS OUR BRAVE POLICE AND LAW ENFORCEMENT
RT @itmediasentinel: @consumerfx @Bayer @BayerUS @Enterprise @enterprisecares @NationalPro @nationalcares @pfizer @Voya @VoyaFA @Cigna @boe…,Pfizer,31/10/2018,43.06,-0.0106827682303762,26748787.0,29.29,24.632,1,0.0,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$
Check out ✔️🔌 WORKING ORIGINAL TDCPOWER AC/AC ADAPTER 12V 20VA DB-20-12 - UK SELLER #TDCPOWER https://t.co/I8KxrJsxxC via @eBay,eBay,24/10/2018,27.29,0.0534994503481129,16309320.0,51.743,35.956,-1,0.375,Check out $EMOJI$$EMOJI$ WORKING ORIGINAL TDCPOWER AC/AC ADAPTER $NUMBER$V $NUMBER$VA DB-20-12 - UK SELLER $HASHTAG$ $URL$ via $MENTION$
"Check out LOT OF 48, RESTAURANT QUALITY ELEGANCE DINNER FORKS, STAINLESS STEEL  https://t.co/xQs4lCUG7W via @eBay",eBay,01/06/2017,34.79,0.0031618281115262,6665270.0,17.9,19.091,1,0.2,"Check out LOT OF $NUMBER$, RESTAURANT QUALITY ELEGANCE DINNER FORKS, STAINLESS STEEL $URL$ via $MENTION$"
Check out NWOT G-star Raw Arc 3D Slim Jeans Pants Bionic 34x32 Black  #GStar #arc3doccotis https://t.co/PD2pNd5oGm via @eBay,eBay,30/09/2018,33.02,0.0096910963052695,8467405.0,22.738000000000003,17.202,-1,-0.1987179487179488,Check out NWOT G-star Raw Arc $NUMBER$D Slim Jeans Pants Bionic $NUMBER$x32 Black $HASHTAG$ $HASHTAG$ $URL$ via $MENTION$
RT @Nike: Just a small-town kid with big-city dreams. #justdoit @KingJames https://t.co/okTQBM8hLI,Nike,21/10/2018,74.21,0.0187306292952432,7301200.0,46.148,29.772,1,0.0,$RESERVED$ $MENTION$: Just a small-town kid with big-city dreams. $HASHTAG$ $MENTION$ $URL$
"@Wellesnetcom @TheNYFF @LeDoctor @filip_jan @netflix ... unlike most films, it feels like Welles is trying to have… https://t.co/tJuHXkitx6",Netflix,30/09/2018,374.13,0.0175874695961296,7114878.0,33.245,40.211,1,0.5,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ ... unlike most films, it feels like Welles is trying to have $URL$"
Cute Tennis Heart Eye Valentine T-Shirt Gift for Tennis Love Tennis Valentine... https://t.co/AyEf6jJ0gj via @amazon,Amazon,29/12/2017,1169.47,0.0062335929951174,2688391.0,12.487,18.26,1,0.5,Cute Tennis Heart Eye Valentine T-Shirt Gift for Tennis Love Tennis Valentine... $URL$ via $MENTION$
RT @Ford: Congratulations to our self-driving partner Argo AI for being named among #LinkedInTopStartups and transforming how the world mov…,Ford,07/09/2018,9.27,0.0215749730312838,51229915.0,28.07,22.369,-1,0.0,$RESERVED$ $MENTION$: Congratulations to our self-driving partner Argo AI for being named among $HASHTAG$ and transforming how the world mov
@taylorswift13 Stretching Scientifically: A Guide to Flexibility Training by Thomas Kurz https://t.co/sVazuWeLou via @amazon,Amazon,28/10/2018,1642.81,0.0848302603466013,14963783.0,74.59100000000002,49.036,-1,0.0,$MENTION$ Stretching Scientifically: A Guide to Flexibility Training by Thomas Kurz $URL$ via $MENTION$
Check out Victorian c.1860 Red Sardinian Coral CARVED ANTIQUE Floral LARGE Pin Brooch 14KT  https://t.co/Lt4RzJioH9 via @eBay,eBay,29/09/2017,38.46,-0.015860634425377,9964979.0,15.466,16.916,-1,0.1071428571428571,Check out Victorian c.1860 Red Sardinian Coral CARVED ANTIQUE Floral LARGE Pin Brooch $NUMBER$KT $URL$ via $MENTION$
"RT @rhonda_harbison: @JustWhatNowWhy @TravisAllen02 @SoMeMediaInc @realDonaldTrump @Starbucks Merry Christmas,  Mr. Mueller. We're ready ht…",Starbucks,01/12/2017,57.32,-0.0115143056524773,12756391.0,16.665,14.463,-1,0.0,"$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Merry Christmas, Mr. Mueller. We're ready ht"
Just saw this on Amazon: Tiger Infant Dress up Costume 6-12M by Dream Weavers Costumers for $19.64 https://t.co/AK2AWp2iEw via @amazon,Amazon,18/10/2018,1770.72,-0.0055175295924821,5873995.0,51.804,34.387,-1,0.0,Just saw this on Amazon: Tiger Infant Dress up Costume $NUMBER$-12M by Dream Weavers Costumers for $19.64 $URL$ via $MENTION$
RT @DrJimmyStar: Check out Mens Encore by Fiesso Black Leather Driving Shoes Size 12 https://t.co/QzMHHh7Cbv @eBay,eBay,31/01/2017,31.83,0.021363493559535,9469076.0,33.029,22.932,1,-0.1666666666666666,$RESERVED$ $MENTION$: Check out Mens Encore by Fiesso Black Leather Driving Shoes Size $NUMBER$ $URL$ $MENTION$
Check out 04 05 Audi Allroad Transmission Control Module 4Z7 927 156 S Unit TCU TCM 4.2L #Audi https://t.co/2mJizQt5zE via @eBay,eBay,05/09/2018,34.13,0.014063873425139,8820676.0,13.54,15.493,-1,0.0,Check out $NUMBER$ $NUMBER$ Audi Allroad Transmission Control Module $NUMBER$Z7 $NUMBER$ $NUMBER$ S Unit TCU TCM $NUMBER$L $HASHTAG$ $URL$ via $MENTION$
100 days to go! Google Product Experts Summit 2018 🇺🇸☀️#GPESummit2018 @Google https://t.co/ypmPBPtABZ,Google,11/09/2018,1189.99,-0.0104202556324003,1462688.0,19.128,16.248,1,0.0,$NUMBER$ days to go! Google Product Experts Summit $NUMBER$ $EMOJI$$HASHTAG$ $MENTION$ $URL$
RT @DrJimmyStar: Check out Betsey Johnson Neon Yellow Tassel Ladies Wallet NWT https://t.co/jnFISPpqAo @eBay,eBay,01/03/2017,34.27,-0.006127808578932,5736123.0,15.84,22.073,-1,0.0,$RESERVED$ $MENTION$: Check out Betsey Johnson Neon Yellow Tassel Ladies Wallet NWT $URL$ $MENTION$
@netflix got customers deleteing their profile over this and they’re not even the once paying for the account 🤬… https://t.co/I6L22R9QGR,Netflix,22/10/2018,329.54,0.0094980882442192,17097175.0,79.116,52.925,-1,0.0,$MENTION$ got customers deleteing their profile over this and theyre not even the once paying for the account $URL$
Weird how @comcast arbitrarily increased my bill the same month AT&amp;T launched fiber in my neighborhood. It's like they want me to switch...,Comcast,31/07/2017,40.45,-0.022991347342398,27130972.0,14.529000000000002,18.51,1,-0.2,Weird how $MENTION$ arbitrarily increased my bill the same month AT&amp;T launched fiber in my neighborhood. It's like they want me to switch...
Check out Suave Professionals Natural Infusions Moisturizing Shampoo Travel Size 2 oz #Suave https://t.co/WUpGyKGJWt via @eBay,eBay,31/08/2017,36.13,-0.0365347356767229,8591090.0,16.855,18.385,-1,0.1,Check out Suave Professionals Natural Infusions Moisturizing Shampoo Travel Size $NUMBER$ oz $HASHTAG$ $URL$ via $MENTION$
"@HISWOKENESS @elizabethbetsy7 @DonaldJTrumpJr @CNN @MSNBC @CBS @ABC @TPUSA @RealCandaceO Nice try, but this proof o… https://t.co/ME5ls5tJoH",CBS,29/10/2018,54.13,-0.0055422131904674,2760901.0,38.64,29.981,-1,0.6,"$MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ $MENTION$ Nice try, but this proof o $URL$"
Check out MONTBLANC STARWALKERS MIDNIGHT EDITION NEW FLOATING STAR ⭐️ 😎 https://t.co/xxfXNQSnsy @eBay,eBay,21/10/2018,28.75,0.0973913043478261,39779447.0,58.203,35.868,1,0.1363636363636363,Check out MONTBLANC STARWALKERS MIDNIGHT EDITION NEW FLOATING STAR $EMOJI$ $URL$ $MENTION$
RT @IMFcares: Dr @DavidAgus has a super public service announcement on @CBS for #prostatecancer awarenss month. Keep the message going - Pl…,CBS,08/09/2018,56.06,-0.0554762754191937,6751947.0,24.985,24.913,1,0.1666666666666666,$RESERVED$ $MENTION$: Dr $MENTION$ has a super public service announcement on $MENTION$ for $HASHTAG$ awarenss month. Keep the message going - Pl
RT @Apple: Join us September 12 at 10 a.m. PDT to watch the #AppleEvent live on Twitter. Tap ❤️ below and we’ll send you updates on event d…,Apple,11/09/2018,223.85,-0.0113915568461022,35749049.0,22.817,23.56,1,0.1363636363636363,$RESERVED$ $MENTION$: Join us September $NUMBER$ at $NUMBER$ a.m. PDT to watch the $HASHTAG$ live on Twitter. Tap $EMOJI$ below and well send you updates on event d
@madback @amazon @LifeItselfMovie Glad you made it in!,Amazon,10/09/2018,1939.01,0.0067353958979066,4544831.0,26.739,18.955,1,0.625,$MENTION$ $MENTION$ $MENTION$ Glad you made it in!
Coffee Cup Cut Out ... https://t.co/mjbuxGjGMB via @amazon #naturecuts #amazon #momshop #momlife #littleones #pumpkinspice #psl #need #shop,Amazon,28/09/2018,2003.0,-0.0142036944583125,4085135.0,20.709,22.946,1,0.0,Coffee Cup Cut Out ... $URL$ via $MENTION$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$ $HASHTAG$
RT @Joy_Villa: @thedonovanV2 @joeymiller35 @amazon Haha I was born here. That’s as legal as it gets!,Amazon,31/07/2017,987.78,0.0326590941302719,7352063.0,24.818,20.674,-1,0.2,$RESERVED$ $MENTION$: $MENTION$ $MENTION$ $MENTION$ Haha I was born here. Thats as legal as it gets!
RT @OfficialRevT: @nvidiashield now is supported by @Google Assistant. Hands free support and free @YouTube RED. #MirrorGold #techhttps:/…,Google,29/09/2017,973.72,-0.037269440907037,2031092.0,15.553,14.451,1,0.0,$RESERVED$ $MENTION$: $MENTION$ now is supported by $MENTION$ Assistant. Hands free support and free $MENTION$ RED. $HASHTAG$ $HASHTAG$:/
